0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	hitter	120.2	30.2	0	
0	target	120	30.2236	14291.1	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	hitter	120.2	30.2	0	
0.1	target	120.002	30.2231	14420.2	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	hitter	120.2	30.2	0	
0.2	target	120.003	30.2225	14547.7	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.198	30.194	230.402	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	hitter	120.2	30.2	0	
0.3	target	120.005	30.222	14673.7	
0.4	hitter	120.201	30.1992	679.833	
0.4	hitter	120.197	30.1882	449.284	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	hitter	120.2	30.2	0	
0.4	target	120.007	30.2214	14798.2	
0.5	hitter	120.201	30.1984	1325.67	
0.5	hitter	120.196	30.1828	657.221	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	hitter	120.2	30.2	0	
0.5	target	120.008	30.2209	14921.1	
0.6	hitter	120.203	30.1975	1939.22	
0.6	hitter	120.194	30.1776	854.762	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	hitter	120.2	30.2	0	
0.6	target	120.01	30.2204	15042.5	
0.7	hitter	120.204	30.1965	2522.1	
0.7	hitter	120.194	30.1727	1042.36	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	hitter	120.2	30.2	0	
0.7	target	120.012	30.2198	15162.3	
0.8	hitter	120.206	30.1955	3075.82	
0.8	hitter	120.193	30.168	1220.8	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	hitter	120.2	30.2	0	
0.8	target	120.013	30.2193	15280.6	
0.9	hitter	120.208	30.1944	3601.87	
0.9	hitter	120.193	30.1636	1390.16	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	hitter	120.2	30.2	0	
0.9	target	120.015	30.2187	15397.3	
1	hitter	120.21	30.1931	4101.61	
1	hitter	120.192	30.1594	1551.06	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	hitter	120.2	30.2	0	
1	target	120.017	30.2182	15512.5	
1.1	hitter	120.212	30.1918	4576.36	
1.1	hitter	120.191	30.1554	1703.91	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	hitter	120.2	30.2	0	
1.1	target	120.018	30.2177	15626.2	
1.2	hitter	120.213	30.1904	5027.37	
1.2	hitter	120.191	30.1516	1849.11	
1.2	hitter	120.2	30.2	0	
1.2	hitter	120.2	30.2	0	
1.2	hitter	120.2	30.2	0	
1.2	hitter	120.195	30.2025	319.401	
1.2	hitter	120.2	30.2	0	
1.2	hitter	120.2	30.2	0	
1.2	hitter	120.2	30.2	0	
1.2	hitter	120.2	30.2	0	
1.2	target	120.02	30.2171	15738.3	
1.3	hitter	120.214	30.1889	5455.84	
1.3	hitter	120.19	30.1415	2386.26	
1.3	hitter	120.2	30.2	0	
1.3	hitter	120.2	30.2	0	
1.3	hitter	120.2	30.2	0	
1.3	hitter	120.19	30.2051	622.832	
1.3	hitter	120.2	30.2	0	
1.3	hitter	120.2	30.2	0	
1.3	hitter	120.2	30.2	0	
1.3	hitter	120.2	30.2	0	
1.3	target	120.022	30.2166	15848.9	
1.4	hitter	120.215	30.1874	6052.23	
1.4	hitter	120.189	30.1338	2970.74	
1.4	hitter	120.2	30.2	0	
1.4	hitter	120.2	30.2	0	
1.4	hitter	120.2	30.2	0	
1.4	hitter	120.184	30.2078	911.091	
1.4	hitter	120.2	30.2	0	
1.4	hitter	120.2	30.2	0	
1.4	hitter	120.2	30.2	0	
1.4	hitter	120.2	30.2	0	
1.4	target	120.023	30.216	15957.9	
1.5	hitter	120.213	30.1867	6599.35	
1.5	hitter	120.187	30.1283	3590.93	
1.5	hitter	120.2	30.2	0	
1.5	hitter	120.2	30.2	0	
1.5	hitter	120.2	30.2	0	
1.5	hitter	120.179	30.2107	1184.94	
1.5	hitter	120.2	30.2	0	
1.5	hitter	120.2	30.2	0	
1.5	hitter	120.2	30.2	0	
1.5	hitter	120.2	30.2	0	
1.5	target	120.025	30.2155	16065.4	
1.6	hitter	120.21	30.1866	7115.38	
1.6	hitter	120.183	30.1249	4234.28	
1.6	hitter	120.2	30.2	0	
1.6	hitter	120.2	30.2	0	
1.6	hitter	120.2	30.2	0	
1.6	hitter	120.173	30.2138	1445.09	
1.6	hitter	120.2	30.2	0	
1.6	hitter	120.2	30.2	0	
1.6	hitter	120.2	30.2	0	
1.6	hitter	120.2	30.2	0	
1.6	target	120.027	30.215	16171.3	
1.7	hitter	120.205	30.1869	7589.03	
1.7	hitter	120.18	30.1238	4854.94	
1.7	hitter	120.2	30.2	0	
1.7	hitter	120.2	30.2	0	
1.7	hitter	120.2	30.2	0	
1.7	hitter	120.167	30.217	1692.24	
